Unnamed: 0,id,tweet_id,username,followers_count,user_verified,text,created_at,like_count,retweet_count,reply_count,location,lang,generation,ass_hashtags,keyword_exists,prep_text,created_at.1,year,month,day,week,time,hour,minute,vader_polarity,bert_polarity
23,11877,1423684938520535057,tsunga_arnold,8042,False,"There we go again. The same cycle. It is always better to hold elections in the glare of everyone including the international community than create an information black out. Builds unnecessary suspicion, helps no one.

#ZambiaDecides2021 
#ElectionsNews

https://t.co/KcwY9OWOuv",2021-08-06 18:38:34+02,0,1,0,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",en,1,#zambiadecides2021 #electionsnews,True,cycle always better hold election glare everyone including international community create information black build unnecessary suspicion help one,2021-08-06,2021,8,6,31,18:38:34,18,38,Neutral,Negative
24,11879,1423669521022431234,BennyNyundu,1340,False,"This is why its difficult to fight corruption,
Having government officials who pass such speeches.....I think the auditor general report will never be positive aslong as we have people like that...
#YouthVote2021 
#TheLast5years 
#ZambiaDecides2021 
#ZambiaDemandsAccountability https://t.co/md6i0ZVs1A",2021-08-06 17:37:18+02,1,0,0,"Livingstone, Livingstone District, Southern Province, Zambia",en,1,#youthvote2021 #thelast5years #zambiadecides2021 #zambiademandsaccountability,True,difficult fight corruption government official pas speech think auditor general report never positive aslong people like,2021-08-06,2021,8,6,31,17:37:18,17,37,Negative,Negative
25,11881,1423667233138659328,GuyCyrille,2811,False,"An @_AfricanUnion #EOM deployed in #Zambia for the 12 August 2021 general elections https://t.co/EZfEsEajOy
#ZambiaDecides2021 @AUC_PAPS @SADC_News @commonwealthsec @AUC31 @Africanelection @DeauPAPS @EISAfrica @ZambiaElections",2021-08-06 17:28:13+02,1,1,0,"አዲስ አበባ / Addis Ababa, Kirkos, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 1138, ኢትዮጵያ",en,1,#eom #zambia #zambiadecides2021,True,deployed 12 august 2021 general election,2021-08-06,2021,8,6,31,17:28:13,17,28,Neutral,Neutral
26,11883,1423665338756091904,MafutaYaNdalama,587,False,Imagine PF thieves stealing ballot papers and they go pre-mark the ballot with ✖️ on Bally #ZambiaDecides2021,2021-08-06 17:20:41+02,3,0,5,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,imagine pf thief stealing ballot paper premark ballot bally,2021-08-06,2021,8,6,31,17:20:41,17,20,Negative,Negative
27,11885,1423655522310426625,PrincessMwangz,277,False,🇿🇲  How to #KeepItOn  #ZambiaDecides2021 #ZedTwitter https://t.co/hzxOZnN6nG,2021-08-06 16:41:41+02,1,1,0,,en,1,#keepiton #zambiadecides2021 #zedtwitter,True,,2021-08-06,2021,8,6,31,16:41:41,16,41,Neutral,Neutral
28,11887,1423654131953192961,ItCardo,263,False,"Hey Twitter Family....A sneek of what I do. Help me get clientele guys.❤

#ZedTwitter #ZambiaDecides2021 #Webdesinger #GraphicDesigner #Enterprenuer #Hustler #Zambia #Selfmademillionaire #friday https://t.co/dZNQ1k3SNN",2021-08-06 16:36:09+02,0,0,0,"Kafue, Kafue District, Lusaka Province, Zambia",en,1,#zedtwitter #zambiadecides2021 #webdesinger #graphicdesigner #enterprenuer #hustler #zambia #selfmademillionaire #friday,True,hey twitter family sneek help clientele guy,2021-08-06,2021,8,6,31,16:36:09,16,36,Positive,Positive
29,11889,1423648214415298570,gmpressunion,6797,True,"The internet has given people unprecedented access to information about elections and enabled them to express their opinions, interact with candidates and get actively involved in electoral campaigns. #ZambiaDecides2021",2021-08-06 16:12:39+02,1,1,0,Gambia,en,1,#zambiadecides2021,True,internet given people unprecedented access information election enabled express opinion interact candidate actively involved electoral campaign,2021-08-06,2021,8,6,31,16:12:39,16,12,Neutral,Positive
30,11891,1423640136114393088,WesternisedLozi,405,False,"Zambia is already decided. Unless you live in Jupiter.

#ZambiaDecides2021",2021-08-06 15:40:33+02,2,1,0,,en,1,#zambiadecides2021,True,zambia already decided unless live jupiter,2021-08-06,2021,8,6,31,15:40:33,15,40,Neutral,Neutral
31,11893,1423639678402580484,2021Zambian,2714,False,"This is bit optimistic. We would expect PF to still win Northern and Luapula (albeit with smaller margins than 2016), with Eastern and Muchinga too close to call at this stage. #ZambiaDecides2021 https://t.co/4gUOBoi0Vq",2021-08-06 15:38:43+02,0,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,bit optimistic would expect pf still win northern luapula albeit smaller margin 2016 eastern muchinga close call stage,2021-08-06,2021,8,6,31,15:38:43,15,38,Positive,Positive
32,11914,1423599695411224577,chabiec2m,199,False,Join us in this conversation as #ZambiaDecides2021 https://t.co/XPevWW1w9A,2021-08-06 12:59:51+02,1,0,0,Zambia,en,1,#zambiadecides2021,True,join u conversation,2021-08-06,2021,8,6,31,12:59:51,12,59,Neutral,Neutral
33,10845,1425572921053958147,Tongawhisky,86,False,"Guys, what time are they switching off the internet?
#ZambiaDecides2021",2021-08-11 23:40:44+02,0,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,guy time switching internet,2021-08-11,2021,8,11,32,23:40:44,23,40,Neutral,Neutral
34,10838,1425577461081939972,LeeMusonda5,274,False,"Ndetina nokulala😴 ine kuti wapitilila😪
It's my first time voting 🗳
I'm about to lose my voting virginity 😭
#ZambiaDecides2021 #ZedTwitter",2021-08-11 23:58:47+02,1,0,0,Zambia,en,1,#zambiadecides2021 #zedtwitter,True,ndetina nokulala ine kuti wapitilila first time voting lose voting virginity,2021-08-11,2021,8,11,32,23:58:47,23,58,Negative,Negative
35,10839,1425577039420182532,jarvismatiya,548,False,Wishing all Zambians a peaceful process as they exercise their democratic choice in the general elections. May democracy win! #ZambiaDecides2021 #Zambia,2021-08-11 23:57:06+02,2,0,0,,en,1,#zambiadecides2021 #zambia,True,wishing zambian peaceful process exercise democratic choice general election may democracy win,2021-08-11,2021,8,11,32,23:57:06,23,57,Positive,Positive
36,10840,1425576477735727109,BillyLwando247,720,False,"[Must Watch] August 12th polls  DeciZion on 📺 @Spring24TV 

#The_DeciZision  #ZambiaDecides2021 https://t.co/UrRGcAqDGd",2021-08-11 23:54:52+02,1,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#the_decizision #zambiadecides2021,True,must watch august 12th poll decizion,2021-08-11,2021,8,11,32,23:54:52,23,54,Neutral,Neutral
37,10841,1425574880225992708,OpenParlyZw,214619,False,"Zambians will be voting in their general election tomorrow.

Which candidate between the two is likely to emerge the winner?
#ZambiaDecides2021 #ZambiaDecides",2021-08-11 23:48:32+02,6,3,3,Zimbabwe,en,1,#zambiadecides2021 #zambiadecides,True,zambian voting general election tomorrow candidate two likely emerge winner,2021-08-11,2021,8,11,32,23:48:32,23,48,Positive,Neutral
38,10842,1425574870818168836,chabiec2m,199,False,"A violence free election starts with you and I. Report any incidences at the polling stations by visiting https://t.co/esD1e4vvTZ 
#ZambiaDecides2021 #FollowZambiaElections2021 

@OSISA @Panos_PSAf @zikolathuzambia @mHubMW https://t.co/SbZBzeRb1K",2021-08-11 23:48:29+02,1,5,0,Zambia,en,1,#zambiadecides2021 #followzambiaelections2021,True,violence free election start report incidence polling station visiting,2021-08-11,2021,8,11,32,23:48:29,23,48,Neutral,Neutral
39,10843,1425574811733004291,Samm_Tembo,3483,False,Goodnight Twitterverse ✌🏾 Historic day for 🇿🇲 tomorrow. I hope you all get some rest &amp; show up on time and with the necessary documentation &amp; a face mask😷 Extend Ubuntu to fellow voters &amp; polling assistants. I hope for a peaceful election that's free &amp; fair🙏🏾 #ZambiaDecides2021,2021-08-11 23:48:15+02,4,1,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,goodnight twitterverse historic day tomorrow hope rest show time necessary documentation face mask extend ubuntu fellow voter polling assistant hope peaceful election free fair,2021-08-11,2021,8,11,32,23:48:15,23,48,Positive,Positive
40,10844,1425574520711168002,iam_tahlz,3659,False,I can’t sleep 🥺🥲  #ZambiaDecides2021 https://t.co/vHz3Qob93J,2021-08-11 23:47:06+02,1,0,0,Zambia,en,1,#zambiadecides2021,True,sleep,2021-08-11,2021,8,11,32,23:47:06,23,47,Neutral,Negative
41,10846,1425572515494125573,MensCabinet,125,False,"Frontrow seat. Courage for all our people. Fear nothing vote!!

#ZambiaDecides2021",2021-08-11 23:39:08+02,1,0,0,,en,1,#zambiadecides2021,True,frontrow seat courage people fear nothing vote,2021-08-11,2021,8,11,32,23:39:08,23,39,Neutral,Neutral
42,10847,1425572488398970892,tendaiowen,391,False,All the best #ZambiaDecides2021 Give retrogressive forces the boot. @SADC_News must be rid of old men whose only concern is to line their own pockets by mortgaging the region,2021-08-11 23:39:01+02,0,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,best give retrogressive force boot must rid old men whose concern line pocket mortgaging region,2021-08-11,2021,8,11,32,23:39:01,23,39,Positive,Neutral
43,10848,1425571730756603904,GershomPola,163,False,"The power is in our hands...
#ZambiaDecides2021
#YouthVote2021 https://t.co/l8lJDnSt58",2021-08-11 23:36:01+02,1,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #youthvote2021,True,power hand,2021-08-11,2021,8,11,32,23:36:01,23,36,Neutral,Neutral
44,10849,1425571646505635843,metiyachique,687,False,Wishing a happy and safe election day to my people as Zambia votes! 🇿🇲 #ZambiaDecides2021  FORWARD! https://t.co/3EhqIlMxJK,2021-08-11 23:35:41+02,124,10,0,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021,True,wishing happy safe election day people zambia vote forward,2021-08-11,2021,8,11,32,23:35:41,23,35,Positive,Positive
45,10850,1425571001379721223,Mgracemushayi,331,False,God bless Zambia🇿🇲 #ZambiaDecides2021,2021-08-11 23:33:07+02,2,0,0,Zambia,en,1,#zambiadecides2021,True,god bless zambia,2021-08-11,2021,8,11,32,23:33:07,23,33,Positive,Positive
46,10851,1425570965484937219,ivwa,2228,False,"Remember as a kid, that anxiety/excitement the night before a birthday party or a school trip and you couldn’t sleep??? Yeah, that’s me right now #ZambiaDecides2021",2021-08-11 23:32:58+02,1,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,remember kid anxietyexcitement night birthday party school trip could sleep yeah right,2021-08-11,2021,8,11,32,23:32:58,23,32,Positive,Neutral
47,10852,1425570777257201664,ercafrica,44394,False,What is the role that Election Observers have in this election? Will they have access to transparency?  #ZambiaDecides2021 @Fromagehomme @CCMG_Zambia @usembassyzambia @WalpeAcademy @wkatema @SAHRDNetwork @NixiiB,2021-08-11 23:32:13+02,7,1,0,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,role election observer election access transparency,2021-08-11,2021,8,11,32,23:32:13,23,32,Neutral,Neutral
48,10853,1425570711498858505,prettyshubako,3352,False,"Frank Mugala🥺😭. That one will forever hurt my soul. Rest in peace baby. 
#ZambiaDecides2021 #ZambiaVotes https://t.co/cGX4KzPCxL",2021-08-11 23:31:58+02,5,3,0,,en,1,#zambiadecides2021 #zambiavotes,True,frank mugala one forever hurt soul rest peace baby,2021-08-11,2021,8,11,32,23:31:58,23,31,Neutral,Negative
49,10854,1425569964136742915,Lundarr,990,False,Imwe will I sleep?😭😭😭 #ZambiaDecides2021,2021-08-11 23:28:59+02,4,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,imwe sleep,2021-08-11,2021,8,11,32,23:28:59,23,28,Negative,Negative
50,10855,1425569845865758722,MrMwenya,238,False,Last days as a man of the nights watch.... Soon to take his rightful place on the Copper throne #GameOfThrones  #zedtwitter #ZambiaDecides2021 @HHichilema https://t.co/nfgBcg6LvF,2021-08-11 23:28:31+02,2,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#gameofthrones #zedtwitter #zambiadecides2021,True,last day man night watch soon take rightful place copper throne,2021-08-11,2021,8,11,32,23:28:31,23,28,Neutral,Neutral
51,10856,1425569746775379983,tellemtee,586,False,You know the vibez! #ZambiaDecides2021 #cotewisely #showmeyourthumb https://t.co/HXtXnVIUYQ,2021-08-11 23:28:08+02,2,1,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #cotewisely #showmeyourthumb,True,know vibez,2021-08-11,2021,8,11,32,23:28:08,23,28,Neutral,Neutral
52,10858,1425568060803620873,EllieNjobvu,769,False,Me at 03 waiting for everyone in the house to get ready. #ZambiaDecides2021 https://t.co/FE965SB0vm,2021-08-11 23:21:26+02,0,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,03 waiting everyone house ready,2021-08-11,2021,8,11,32,23:21:26,23,21,Neutral,Neutral
53,10859,1425567896898580481,LloydMsipa,15681,False,Zambia decides! Wishing Zambia well tomorrow as they elect a new government.  #ZambiaDecides2021 https://t.co/LXAjGk5XY1,2021-08-11 23:20:47+02,4,0,1,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021,True,zambia decides wishing zambia well tomorrow elect new government,2021-08-11,2021,8,11,32,23:20:47,23,20,Positive,Positive
54,10860,1425567366126125063,prettyshubako,3352,False,"Sending love &amp; light to everyone with anxiety trauma. Tomorrow's ordeal is a lump in the throat but you got this. 
It will pass. Get some rest. Cast your vote tomorrow &amp; go home, wait some more, hold it down for the count throw. 
It will be well🥵❤ #ZambiaDecides2021",2021-08-11 23:18:40+02,24,5,1,,en,1,#zambiadecides2021,True,sending love light everyone anxiety trauma tomorrow ordeal lump throat got pas rest cast vote tomorrow home wait hold count throw well,2021-08-11,2021,8,11,32,23:18:40,23,18,Positive,Positive
55,10861,1425567092003180552,francischangwec,1919,False,"Mwebantu vote wisely tomorrow Zambia's future is in your hand...
#ZambiaDecides2021",2021-08-11 23:17:35+02,2,0,0,"Kabwe, Kabwe District, Central Province, Zambia",en,1,#zambiadecides2021,True,mwebantu vote wisely tomorrow zambia future hand,2021-08-11,2021,8,11,32,23:17:35,23,17,Positive,Neutral
56,10862,1425566865569484803,FavourMwape,5876,False,"Let's remember to Vote Wisely. We are firing and hiring accordingly tomorrow.👋
#VoteWisely #ZambiaDecides2021",2021-08-11 23:16:41+02,0,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#votewisely #zambiadecides2021,True,let remember vote wisely firing hiring accordingly tomorrow,2021-08-11,2021,8,11,32,23:16:41,23,16,Positive,Positive
57,10863,1425566735818764290,iam_natystar,7614,False,"All Ballot papers handed to you MUST be stamped at the back.
ONE DAY to GO. Make sure you mark the ❌ within the box
#ZambiaDecides2021 
#YouthVote2021 
@CCMG_Zambia
@SwedeninZM 
@AfricaElections 
@YIAGA 
@CDDGhana 
@bobosibunus 
@moniemch 
@bennyMalama 
@DominicMboo_ https://t.co/dhkqNfmxM8",2021-08-11 23:16:10+02,12,8,2,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021 #youthvote2021,True,ballot paper handed must stamped back one day make sure mark within box,2021-08-11,2021,8,11,32,23:16:10,23,16,Neutral,Neutral
